shapeName,shapeISO,shapeID,shapeGroup,shapeType,COORD_X,COORD_Y
Kiruhura, ,29229248B56113354163254,UGA,ADM2,30.914884548577124,-0.349679190802465
Kiryandongo, ,29229248B91672340875009,UGA,ADM2,32.040845042231147,2.022927923922268
Kisoro, ,29229248B23377151911601,UGA,ADM2,29.680185073260642,-1.217245906876623
Kitagwenda, ,29229248B29215431778023,UGA,ADM2,30.341110410198251,0.012223202575707
Kitgum, ,29229248B92975333533231,UGA,ADM2,33.258084471913413,3.398009456593454
Koboko, ,29229248B30143683712907,UGA,ADM2,31.007976255863607,3.525584924719197
Kole, ,29229248B25801784284865,UGA,ADM2,32.766267067847068,2.291529223305181
Kotido, ,29229248B45456924080435,UGA,ADM2,33.988104504679413,3.024093415181268
Kumi, ,29229248B43985210054761,UGA,ADM2,33.961441359644439,1.473564039432781
Kwania, ,29229248B29476929133680,UGA,ADM2,32.734148351260195,1.916775933585966
Kween, ,29229248B10323396758658,UGA,ADM2,34.569524460659586,1.436639753379299
Kyankwanzi, ,29229248B82426782542525,UGA,ADM2,31.641575146797102,1.121404364587716
Kyegegwa, ,29229248B27224816765333,UGA,ADM2,31.002085818934916,0.450671593570677
Kyenjojo, ,29229248B15020964536369,UGA,ADM2,30.662367651598657,0.656269619219903
Kyotera, ,29229248B41531906818238,UGA,ADM2,31.660361972844488,-0.805728453559847
Lamwo, ,29229248B95141732427888,UGA,ADM2,32.723855370875846,3.550607524473358
Lira, ,29229248B66408245550664,UGA,ADM2,32.963448803761331,2.303547632175160
Luuka, ,29229248B36985072708948,UGA,ADM2,33.338491999066818,0.803929381190020
Luwero, ,29229248B41581516684636,UGA,ADM2,32.583253872681446,0.828944304634496
Lwengo, ,29229248B91020045584877,UGA,ADM2,31.425862487862656,-0.413364844029959
Lyantonde, ,29229248B30932496052226,UGA,ADM2,31.188073974867280,-0.223134468669088
Madi Okollo, ,29229248B15854101952876,UGA,ADM2,31.231179466985054,2.853115754396966
Manafwa, ,29229248B10598079522627,UGA,ADM2,34.270927403308534,0.875102192660186
Maracha, ,29229248B54401776507783,UGA,ADM2,30.926918747037821,3.236939395832873
Masaka, ,29229248B59315593930045,UGA,ADM2,31.855583481936872,-0.491257727418753
Masindi, ,29229248B69588993744651,UGA,ADM2,31.712290071029138,1.743848506307660
Mayuge, ,29229248B79848182213670,UGA,ADM2,33.551782983896750,-0.088497257464456
Mbale, ,29229248B18403877076736,UGA,ADM2,34.198417605340225,1.019239462348752
Mbarara, ,29229248B82577641946409,UGA,ADM2,30.606333342474883,-0.493294869656224
Mitooma, ,29229248B74096229446119,UGA,ADM2,30.022543557097208,-0.624298193020185
Mityana, ,29229248B51026695499298,UGA,ADM2,32.059645163436599,0.443251769760578
Moroto, ,29229248B25884763100665,UGA,ADM2,34.631647578172753,2.648687507980798
Moyo, ,29229248B17390205396527,UGA,ADM2,31.765853932932053,3.642806910171049
Mpigi, ,29229248B76019535171115,UGA,ADM2,32.158971000973153,0.067045129057072
Mubende, ,29229248B50581453396261,UGA,ADM2,31.379082603807966,0.504042975360029
Mukono, ,29229248B23890017886695,UGA,ADM2,32.773537462856787,0.275601206595190
Nabilatuk, ,29229248B33986515450943,UGA,ADM2,34.503185309155775,2.023983832809878
Nakapiripirit, ,29229248B97340511114742,UGA,ADM2,34.607997449599502,1.781011358482895
Nakaseke, ,29229248B566256974785,UGA,ADM2,32.169251206416675,1.048734330900461
Nakasongola, ,29229248B48193141672687,UGA,ADM2,32.425629894145210,1.351935905381366
Namayingo, ,29229248B3630631404622,UGA,ADM2,33.804573998557707,-0.317377037668157
Namisindwa, ,29229248B41602423060594,UGA,ADM2,34.372844071048540,0.876601408762855
Namutumba, ,29229248B52082076429590,UGA,ADM2,33.681731656891571,0.868655112263793
Napak, ,29229248B64819004943086,UGA,ADM2,34.263801431226447,2.392251469630331
Nebbi, ,29229248B84059310059782,UGA,ADM2,31.177416204003695,2.430231022361120
Ngora, ,29229248B55111445057024,UGA,ADM2,33.754444792373015,1.496346925927283
Ntoroko, ,29229248B44095869925083,UGA,ADM2,30.363187336900538,1.010473321629935
Ntungamo, ,29229248B17467964889535,UGA,ADM2,30.272241858570577,-0.942122580323017
Nwoya, ,29229248B83967501366518,UGA,ADM2,31.837444390986104,2.528414863669515
Obongi, ,29229248B61143319687453,UGA,ADM2,31.556842015079337,3.392000134484496
Omoro, ,29229248B3399922721600,UGA,ADM2,32.468169341749515,2.667594940668780
Otuke, ,29229248B7711138593506,UGA,ADM2,33.382556866892919,2.474921781756223
Oyam, ,29229248B28106210081081,UGA,ADM2,32.484379042382749,2.372212602387999
Pader, ,29229248B69305561825178,UGA,ADM2,32.867503396539576,2.929381093294403
Pakwach, ,29229248B29306643395743,UGA,ADM2,31.370240488105935,2.493136913540432
Pallisa, ,29229248B94592141835262,UGA,ADM2,33.675308985760502,1.231452379233256
Rakai, ,29229248B77743316333754,UGA,ADM2,31.303662839999376,-0.707011580152597
Rubanda, ,29229248B29471735970134,UGA,ADM2,29.866021573784149,-1.171061243640101
Rubirizi, ,29229248B69553378613028,UGA,ADM2,29.992399693261138,-0.260218053807196
Rukiga, ,29229248B33277561859590,UGA,ADM2,30.091259779154761,-1.150517167796010
Rukungiri, ,29229248B74562268441118,UGA,ADM2,29.889021322365238,-0.705915739332269
Rwampara, ,29229248B46786555622584,UGA,ADM2,30.493461022412813,-0.746372741783250
Serere, ,29229248B11105223825673,UGA,ADM2,33.372351673212506,1.488110214165298
Sheema, ,29229248B77698924389435,UGA,ADM2,30.326640531887030,-0.603639044782375
Sironko, ,29229248B89104478042624,UGA,ADM2,34.318713082372454,1.171583007992473
Soroti, ,29229248B79380009362581,UGA,ADM2,33.590949267459564,1.771080429439072
Ssembabule, ,29229248B69968186094061,UGA,ADM2,31.339885052181469,-0.026456462623791
Tororo, ,29229248B21797160627701,UGA,ADM2,34.082245668987809,0.724973598611230
Wakiso, ,29229248B89585843617230,UGA,ADM2,32.446032988842475,0.220384227396501
Yumbe, ,29229248B61629311196164,UGA,ADM2,31.288721927764211,3.520533555680686
Zombo, ,29229248B95470617370645,UGA,ADM2,30.895434207210549,2.518740667383453
