Side,n_pairs,slope,slope_se,slope_p,r2,ci_low,ci_high
North,28,8.025555686916282e-4,0.002781376940393972,0.7752166929672463,0.0031920425650028366,-0.004039262293729692,0.0062820435568557
South,21,0.013932039193286002,0.005341045411743765,0.01726953269215936,0.26368565080453554,0.003836164804765428,0.023223046439158002
