model,deviance_df,beta_logit_per10pct,se,OR_per10pct,OR_low95,OR_high95
binomial_GLM,14.559733429165966,0.23300801804445595,0.006760011153384867,1.2623916011986618,1.2457757100593383,1.279229111555734
beta_binomial_glmmTMB,14.559733429165966,0.2735060721300001,0.028466296996415192,1.3145653413994707,1.2432291277536236,1.3899948112792038
