model,term,beta,se,OR_per_plus10pct,OR_95CI_low,OR_95CI_high,deviance_df
binomial_glm,malaria10,0.23300801804445603,0.006760011153384872,1.2623916011986618,1.2457757100593383,1.2792291115557342,14.559733429166018
