model,overdispersion,beta_logit_per_10pct,se,OR_per_10pct,OR_low95,OR_high95
binomial_GLM,14.559733429166013,0.23300801804445603,0.006760011153384872,1.2623916011986618,1.2457757100593383,1.2792291115557342
beta_binomial_glmmTMB,14.559733429166013,0.16845189023946772,0.04234352351377641,1.183471288954927,1.0892164495874936,1.285882427052099
